chrom	start	end	region	coverage	sample	aggregation_time
MN908947.3	1868	2269	nCoV-2019_7	779	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	2463	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	335	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	6207	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	6050	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	1154	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	3174	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	7747	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	5274	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	4819	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	36	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	7793	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	5563	5957	nCoV-2019_19	9214	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	5867	6272	nCoV-2019_20	3074	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	6167	6550	nCoV-2019_21	12094	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	6161	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	544	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	2054	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	10326	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	6478	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	9105	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	3205	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	1824	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	6914	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	4541	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	11883	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	2013	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	6109	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	6468	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	6210	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	14979	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	8596	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	4518	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	7277	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	8290	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	10601	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	7220	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	14953	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	2558	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	1515	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	6929	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	5448	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	9682	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	1575	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	4516	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	7660	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	11402	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	3134	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	2216	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	8511	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	16848	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	6403	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	6104	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	6565	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	8936	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	12319	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	5114	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	37	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	3060	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	749	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	238	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	4854	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	7496	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	192	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	906	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	3618	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	2524	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	235	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	3410	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	1757	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	9634	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	3364	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	2199	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	3955	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	3626	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	10305	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	10956	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	4669	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	2930	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	415	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	4437	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	6509	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	3345	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	5028	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	51	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	3148	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	7742	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	6911	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	1154	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	28985	29378	nCoV-2019_96	4305	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	29288	29693	nCoV-2019_97	4373	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	29486	29866	nCoV-2019_98	3974	SAMPLE_38	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	6925	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	6551	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	7352	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	7403	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	1242	1651	nCoV-2019_5	483	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	1573	1964	nCoV-2019_6	1874	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	1868	2269	nCoV-2019_7	58	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	1494	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	59	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	2752	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	3740	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	395	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	1356	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	4785	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	2361	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	2240	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	96	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	6126	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	5563	5957	nCoV-2019_19	7263	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	5867	6272	nCoV-2019_20	3356	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	6167	6550	nCoV-2019_21	5879	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	5488	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	275	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	219	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	6602	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	3593	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	11961	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	499	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	224	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	1630	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	1055	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	7684	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	598	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	4929	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	3316	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	1464	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	10757	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	3629	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	1710	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	9855	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	6516	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	12650	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	5273	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	23385	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	363	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	561	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	0	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	2849	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	2785	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	579	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	1131	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	8244	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	9394	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	999	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	745	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	4946	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	21083	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	4386	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	4541	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	2111	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	4381	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	8829	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	3421	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	7	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	1314	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	191	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	93	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	5820	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	9136	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	114	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	403	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	2118	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	660	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	81	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	1739	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	1634	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	16122	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	3649	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	623	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	2740	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	3276	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	15545	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	15777	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	5162	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	662	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	40	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	3608	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	9897	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	1600	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	4585	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	33	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	3586	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	13796	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	10769	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	468	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	28985	29378	nCoV-2019_96	5180	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	29288	29693	nCoV-2019_97	2155	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	29486	29866	nCoV-2019_98	2083	SAMPLE_34	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	2278	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	5421	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	3505	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	2773	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	1242	1651	nCoV-2019_5	1332	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	1573	1964	nCoV-2019_6	2439	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	1868	2269	nCoV-2019_7	3645	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	2181	2592	nCoV-2019_8	3322	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	2504	2904	nCoV-2019_9	3522	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	2826	3210	nCoV-2019_10	5719	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	3144	3531	nCoV-2019_11	3415	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	3460	3853	nCoV-2019_12	1543	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	3771	4164	nCoV-2019_13	3842	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	4044	4450	nCoV-2019_14	7408	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	4294	4696	nCoV-2019_15	5950	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	4636	5017	nCoV-2019_16	3881	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	4939	5321	nCoV-2019_17	1137	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	5230	5644	nCoV-2019_18	6733	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	5563	5957	nCoV-2019_19	5364	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	5867	6272	nCoV-2019_20	2642	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	6167	6550	nCoV-2019_21	10983	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	6466	6873	nCoV-2019_22	3949	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	6718	7117	nCoV-2019_23	1045	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	7035	7415	nCoV-2019_24	4405	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	7305	7694	nCoV-2019_25	6734	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	7626	8019	nCoV-2019_26	4567	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	7943	8341	nCoV-2019_27	5281	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	8249	8661	nCoV-2019_28	3373	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	8595	8983	nCoV-2019_29	4456	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	8888	9271	nCoV-2019_30	5481	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	9204	9585	nCoV-2019_31	8786	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	9477	9858	nCoV-2019_32	6734	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	9784	10171	nCoV-2019_33	3815	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	10076	10459	nCoV-2019_34	4668	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	10362	10763	nCoV-2019_35	4791	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	10666	11074	nCoV-2019_36	6757	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	10999	11394	nCoV-2019_37	8138	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	11306	11693	nCoV-2019_38	10000	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	11555	11949	nCoV-2019_39	4350	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	11863	12256	nCoV-2019_40	5057	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	12110	12490	nCoV-2019_41	7040	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	12417	12802	nCoV-2019_42	7102	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	12710	13096	nCoV-2019_43	4625	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	13005	13400	nCoV-2019_44	16623	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	13307	13699	nCoV-2019_45	8132	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	13599	13984	nCoV-2019_46	4528	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	13918	14299	nCoV-2019_47	4645	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	14207	14601	nCoV-2019_48	3564	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	14545	14926	nCoV-2019_49	5318	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	14865	15246	nCoV-2019_50	1936	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	15171	15560	nCoV-2019_51	4785	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	15481	15886	nCoV-2019_52	4461	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	15827	16209	nCoV-2019_53	6365	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	16118	16510	nCoV-2019_54	4956	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	16416	16833	nCoV-2019_55	3029	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	16748	17152	nCoV-2019_56	7414	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	17065	17452	nCoV-2019_57	8891	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	17381	17761	nCoV-2019_58	4694	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	17674	18062	nCoV-2019_59	3884	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	17966	18348	nCoV-2019_60	4738	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	18253	18672	nCoV-2019_61	5046	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	18596	18979	nCoV-2019_62	7077	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	18896	19297	nCoV-2019_63	3571	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	19204	19616	nCoV-2019_64	35	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	19548	19939	nCoV-2019_65	3021	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	19844	20255	nCoV-2019_66	811	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	20172	20572	nCoV-2019_67	413	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	20472	20890	nCoV-2019_68	3704	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	20786	21169	nCoV-2019_69	4174	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	21075	21455	nCoV-2019_70	270	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	21357	21743	nCoV-2019_71	1247	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	21658	22038	nCoV-2019_72	2328	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	21961	22346	nCoV-2019_73	1871	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	22262	22650	nCoV-2019_74	439	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	22516	22903	nCoV-2019_75	2054	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	22797	23214	nCoV-2019_76	2337	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	23122	23522	nCoV-2019_77	5299	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	23443	23847	nCoV-2019_78	2902	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	23789	24169	nCoV-2019_79	2375	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	24078	24467	nCoV-2019_80	3323	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	24391	24789	nCoV-2019_81	2590	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	24696	25076	nCoV-2019_82	5543	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	24978	25369	nCoV-2019_83	6206	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	25279	25673	nCoV-2019_84	3429	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	25601	25994	nCoV-2019_85	5745	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	25902	26315	nCoV-2019_86	3832	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	26197	26590	nCoV-2019_87	3717	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	26520	26913	nCoV-2019_88	3813	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	26835	27227	nCoV-2019_89	5785	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	27141	27533	nCoV-2019_90	3059	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	27446	27854	nCoV-2019_91	312	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	27784	28172	nCoV-2019_92	2115	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	28081	28464	nCoV-2019_93	4141	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	28394	28779	nCoV-2019_94	4866	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	28677	29063	nCoV-2019_95	2446	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	28985	29378	nCoV-2019_96	3238	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	29288	29693	nCoV-2019_97	4576	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	29486	29866	nCoV-2019_98	4033	SAMPLE_33	2026-05-21 19:31:50
MN908947.3	30	410	nCoV-2019_1	2793	SAMPLE_43	2026-05-21 19:31:50
MN908947.3	320	726	nCoV-2019_2	6601	SAMPLE_43	2026-05-21 19:31:50
MN908947.3	642	1028	nCoV-2019_3	4498	SAMPLE_43	2026-05-21 19:31:50
MN908947.3	943	1337	nCoV-2019_4	4526	SAMPLE_43	2026-05-21 19:31:50
