cell_id	cluster	gene_01	gene_02	gene_03	gene_04	gene_05	gene_06	gene_07	gene_08	gene_09	gene_10	gene_11	gene_12	gene_13	gene_14	gene_15	gene_16	gene_17	gene_18	gene_19	gene_20	gene_21	gene_22	gene_23	gene_24	gene_25	gene_26	gene_27	gene_28	gene_29	gene_30	gene_31	gene_32	gene_33	gene_34	gene_35	gene_36	gene_37	gene_38	gene_39	gene_40	gene_41	gene_42	gene_43	gene_44	gene_45	gene_46	gene_47	gene_48	gene_49	gene_50	gene_51	gene_52	gene_53	gene_54	gene_55	gene_56	gene_57	gene_58	gene_59	gene_60
cell_0243	cluster_2	12.301	9.764	9.395	41.373	0.0	0.0	4.213	1.092	2.655	0.722	4.003	1.149	4.097	2.529	5.024	0.0	2.847	11.376	0.0	2.323	3.873	1.921	3.367	3.873	9.116	6.074	3.261	1.961	3.616	1.387	0.0	1.245	0.0	6.717	1.858	5.26	6.09	6.713	0.0	0.0	3.025	3.355	2.98	1.272	7.52	4.083	2.332	3.652	4.287	6.984	4.974	3.05	2.594	3.742	3.469	1.481	4.636	3.367	0.853	3.411
cell_0040	cluster_1	14.018	5.96	3.047	0.934	3.686	0.0	0.918	1.658	0.0	2.689	4.038	0.595	4.241	2.491	0.722	1.016	5.49	1.865	0.572	1.443	3.974	3.727	0.0	3.466	1.126	4.601	0.968	1.311	0.0	0.914	3.06	1.29	2.99	2.105	2.167	6.597	2.473	5.562	2.774	0.739	2.209	1.43	4.68	1.986	1.303	3.093	1.435	2.945	3.546	4.051	0.0	0.0	0.0	9.563	2.899	1.576	2.23	5.269	2.032	2.365
cell_0344	cluster_2	4.948	4.409	13.08	18.964	1.474	4.064	4.583	2.179	3.921	1.14	10.132	1.937	1.303	1.831	1.646	3.762	2.698	9.037	2.686	17.793	1.75	0.856	3.219	1.992	1.819	1.699	0.779	1.86	1.238	6.5	5.005	1.152	1.716	3.303	0.0	2.391	2.161	3.483	3.156	1.337	1.768	1.711	1.072	1.846	3.378	5.034	2.607	1.033	2.092	0.474	2.223	1.735	1.78	1.077	2.434	3.503	0.0	2.527	1.69	6.597
cell_0307	cluster_2	1.623	6.208	45.878	28.057	3.536	4.047	7.464	1.692	2.087	3.631	3.895	1.25	2.981	4.469	3.303	0.0	0.0	0.0	0.0	3.564	1.388	2.614	3.247	3.092	0.0	18.186	2.367	1.317	1.125	0.0	2.134	2.661	4.275	12.959	2.242	2.979	1.753	1.051	4.202	5.541	1.589	2.899	0.606	11.079	3.525	1.928	0.0	1.088	7.033	4.665	4.046	4.613	0.0	3.593	1.06	2.263	1.23	9.134	3.411	0.974
cell_0126	cluster_1	13.042	35.095	1.706	0.49	4.873	4.778	0.0	7.566	1.39	0.0	2.396	7.879	17.818	1.711	7.846	1.722	4.462	2.013	1.849	1.413	1.225	0.0	0.886	4.66	8.054	2.093	0.0	11.106	7.371	6.475	2.455	1.504	6.139	3.227	2.066	3.203	11.473	4.997	1.145	4.112	1.805	2.621	2.945	2.396	3.06	2.56	2.383	2.888	2.54	1.66	7.321	3.194	4.249	3.268	4.944	4.958	2.104	2.656	3.735	1.251
cell_0296	cluster_2	0.0	17.87	5.321	6.663	7.017	3.581	9.332	6.18	6.231	10.934	6.297	0.0	3.105	0.54	2.674	0.0	0.0	4.008	1.862	2.066	4.275	4.227	3.099	7.212	3.041	2.301	1.254	2.541	2.387	0.0	1.12	4.452	5.369	0.0	2.493	2.074	2.157	3.731	6.401	1.302	12.471	5.855	3.765	9.601	3.333	1.816	1.603	0.0	3.777	18.542	2.711	1.115	5.103	0.829	0.804	8.601	3.433	3.995	4.359	2.172
cell_0171	cluster_1	27.055	8.112	1.402	1.586	1.899	2.36	1.599	0.625	0.488	1.467	1.649	1.464	5.065	1.731	2.01	1.245	0.0	1.58	0.0	2.644	1.135	2.265	1.271	1.781	0.733	0.802	2.137	0.0	2.077	1.442	1.026	4.91	0.0	0.0	2.394	0.917	5.145	0.0	5.355	2.582	1.877	5.482	7.928	0.445	2.363	2.324	0.591	2.531	3.046	1.094	2.579	1.617	3.077	9.641	1.395	0.484	2.756	2.184	0.0	3.361
cell_0302	cluster_2	4.806	0.0	160.721	64.924	2.009	8.709	10.797	2.572	0.0	4.382	15.449	4.245	2.306	25.944	1.765	9.175	2.853	3.448	2.385	0.706	3.317	10.061	3.173	17.047	2.736	1.798	0.0	3.555	3.169	7.114	9.527	0.0	0.0	3.793	4.294	10.34	2.17	3.776	4.429	1.936	2.172	5.73	7.792	11.753	0.0	7.304	4.831	0.0	7.059	1.793	6.784	0.868	0.0	2.585	4.05	0.0	1.389	2.698	0.0	2.238
cell_0301	cluster_2	0.999	4.853	13.85	7.367	6.951	0.474	1.8	2.291	3.036	2.568	1.554	1.196	2.031	3.279	6.442	3.104	5.806	0.747	0.834	6.348	2.791	5.235	1.036	1.619	1.341	1.903	1.859	3.404	5.522	1.119	6.201	3.746	0.0	0.939	1.986	2.855	2.13	2.368	9.258	0.0	2.256	1.753	2.176	1.55	1.01	1.633	0.56	1.531	1.238	1.429	3.659	2.945	2.127	2.463	1.28	0.909	0.0	2.346	1.308	0.714
cell_0591	cluster_3	1.52	1.677	1.853	1.825	5.089	18.241	3.203	2.171	2.125	1.616	1.3	0.514	2.783	2.161	2.416	10.462	0.814	2.776	1.955	4.6	0.0	3.102	4.753	2.389	7.52	3.772	3.001	2.632	0.744	1.573	2.044	4.526	2.077	6.177	4.712	1.734	6.219	1.695	0.0	2.581	2.173	0.745	2.388	0.0	2.176	0.347	0.897	2.336	7.377	4.442	0.0	2.247	3.785	2.435	2.871	3.992	0.89	3.941	4.108	3.759
cell_0485	cluster_3	9.397	1.245	0.96	2.602	12.034	8.766	6.39	12.478	0.829	1.122	5.954	0.0	2.027	0.0	4.589	0.842	1.497	1.896	0.964	0.0	5.296	0.979	0.0	0.968	0.64	2.545	9.862	3.966	1.231	4.551	1.496	1.224	0.0	0.0	1.859	1.651	2.165	3.163	1.921	3.31	3.079	0.547	2.919	2.364	5.999	1.726	4.449	3.206	0.934	11.924	2.295	1.669	5.985	1.12	5.428	2.096	1.796	1.87	1.439	0.714
cell_0477	cluster_3	0.646	5.915	1.842	14.982	8.801	9.664	4.163	6.575	0.0	7.228	4.527	2.008	2.445	1.474	1.461	2.013	2.062	0.0	0.0	3.052	4.191	2.336	4.96	2.682	2.284	1.725	3.428	0.0	4.496	1.402	5.026	1.297	2.931	1.794	0.432	1.772	3.234	1.64	1.378	3.623	4.078	1.079	3.574	3.998	2.071	6.564	8.515	2.894	2.569	4.089	2.326	1.53	1.741	3.079	5.178	1.909	1.782	1.95	2.244	5.918
cell_0323	cluster_2	5.63	8.314	0.0	6.715	1.257	1.98	6.594	0.604	0.0	0.625	1.094	0.602	6.604	1.047	0.0	2.916	0.508	2.175	0.0	0.909	3.885	1.49	4.311	6.527	2.212	3.145	1.813	5.536	3.193	2.992	0.0	0.602	1.352	2.155	2.986	1.408	3.158	1.342	6.507	2.58	1.865	2.526	2.414	0.0	3.695	9.312	0.0	1.391	4.01	4.123	2.602	4.048	3.458	3.267	3.748	5.306	2.621	1.118	9.938	1.783
cell_0078	cluster_1	9.803	16.916	2.479	1.08	3.933	0.855	0.61	0.0	1.467	5.935	0.647	1.429	1.455	0.614	1.946	0.616	0.353	1.679	2.883	0.0	2.004	1.007	1.106	1.068	0.907	2.861	5.436	1.081	0.0	1.913	0.211	0.0	2.671	1.556	3.516	0.0	0.876	5.415	0.645	3.062	1.924	0.762	0.0	1.091	2.054	5.027	0.258	1.551	0.462	0.929	3.356	1.024	0.811	0.0	3.172	1.431	1.831	0.0	3.599	1.575
cell_0249	cluster_2	2.453	0.926	15.376	0.0	0.0	4.673	2.86	2.669	2.658	2.142	1.27	0.828	6.42	2.044	3.611	5.73	2.626	5.237	4.549	2.8	4.032	1.101	1.732	2.59	5.124	2.34	5.834	4.92	1.905	1.766	2.997	3.007	2.72	0.962	2.885	0.0	2.069	3.543	0.0	6.174	2.128	0.0	2.447	3.313	1.897	2.924	3.503	2.815	2.006	2.57	2.323	5.724	2.303	2.548	10.613	3.106	2.552	1.722	3.477	1.203
cell_0342	cluster_2	3.023	1.034	13.828	23.819	6.036	1.96	13.68	2.366	2.708	2.626	5.467	2.737	1.17	6.654	1.599	3.394	4.763	1.252	4.799	2.754	3.314	0.0	8.465	3.35	4.397	3.375	3.694	3.409	3.732	1.73	3.804	2.094	0.0	1.948	0.0	4.39	1.902	4.119	0.0	1.983	3.447	2.174	12.255	0.0	0.0	2.445	0.0	3.404	0.0	0.719	5.786	2.786	1.734	3.238	0.0	6.321	3.747	0.0	3.658	2.979
cell_0408	cluster_2	0.0	2.794	0.0	20.155	0.0	0.857	1.825	3.536	1.436	2.374	8.334	1.243	0.527	3.271	0.0	3.403	0.722	13.19	3.247	1.679	4.86	1.124	1.866	3.79	0.4	8.661	5.797	2.037	4.892	4.469	0.949	3.471	0.962	3.313	9.079	1.488	1.602	2.758	2.58	1.216	1.07	1.512	0.0	0.0	4.159	2.097	1.274	2.379	1.355	1.777	1.202	0.969	6.845	4.503	0.562	1.394	3.815	2.945	8.21	1.372
cell_0100	cluster_1	44.993	31.603	11.13	3.421	4.092	1.953	0.0	1.833	1.875	3.014	1.048	1.107	5.197	2.441	0.0	2.727	2.272	2.965	0.0	3.27	1.054	5.497	0.861	1.22	4.441	1.769	2.484	3.15	4.62	1.382	1.89	2.017	2.496	3.365	2.282	2.097	7.807	1.419	7.068	8.543	3.866	4.84	13.356	6.639	5.842	1.297	1.925	2.505	2.388	3.528	4.246	2.596	2.389	7.821	1.815	0.0	5.135	1.93	0.0	3.483
cell_0577	cluster_3	2.316	11.561	5.887	12.387	35.637	130.826	5.276	4.96	5.839	8.647	4.089	2.585	3.408	10.239	0.0	3.264	3.891	16.734	8.86	2.44	2.985	3.133	1.675	3.274	15.736	6.882	3.617	1.164	6.853	4.792	2.199	9.783	5.672	2.441	3.617	0.0	3.941	0.0	1.46	5.177	12.301	5.395	1.68	1.727	2.79	9.287	4.988	0.768	7.778	1.361	8.093	2.784	0.0	6.495	6.68	4.748	2.97	5.151	0.0	12.357
cell_0069	cluster_1	11.715	19.886	2.443	3.069	1.685	1.498	2.518	2.018	4.622	2.859	1.249	0.924	1.677	2.985	4.73	1.68	2.373	0.0	4.308	0.0	4.938	6.307	2.602	2.908	4.695	1.38	2.93	1.173	3.38	3.101	2.27	1.484	3.428	3.189	4.354	0.0	0.359	2.898	2.224	1.658	2.263	1.289	1.906	3.82	2.283	0.972	0.0	5.146	2.013	2.664	6.661	0.0	3.412	2.119	2.653	0.0	9.322	0.532	2.05	1.141
cell_0071	cluster_1	13.262	0.0	1.15	5.037	1.489	0.925	2.564	2.845	0.0	1.344	3.588	0.0	0.95	0.0	1.763	7.355	2.439	2.406	1.532	0.0	0.0	4.667	2.212	0.0	1.137	1.187	2.122	3.759	0.0	2.148	4.61	9.036	3.385	2.376	2.228	4.212	0.0	1.947	0.346	3.403	15.435	6.181	3.526	0.864	3.185	2.366	3.911	5.212	2.388	0.0	7.897	0.888	0.0	2.027	2.708	0.873	5.287	1.496	1.916	5.675
cell_0377	cluster_2	0.834	2.568	21.762	16.572	0.0	2.609	3.848	6.678	6.263	2.126	4.935	3.176	1.201	2.371	0.0	2.22	3.467	2.283	3.08	2.025	0.0	3.387	1.477	4.044	1.442	1.884	3.02	1.378	1.91	2.357	2.867	2.032	0.0	7.371	1.608	1.35	0.562	0.768	1.354	1.927	2.4	4.121	14.362	1.781	1.154	15.325	5.034	4.001	1.514	2.214	5.395	5.835	4.223	3.41	1.594	1.095	1.938	7.782	6.878	2.913
cell_0122	cluster_1	23.61	21.935	1.911	1.085	1.581	3.629	2.756	1.852	3.775	5.239	2.109	2.392	0.383	5.178	5.758	1.988	0.618	1.188	2.701	4.131	0.0	2.994	3.864	4.404	4.171	0.0	4.336	3.242	1.192	0.0	1.689	1.861	6.56	0.909	2.535	5.259	0.0	7.503	3.991	6.622	2.544	5.376	6.974	2.617	3.794	0.888	9.332	2.643	4.04	2.139	6.526	4.792	3.841	0.0	1.721	1.629	0.0	5.703	6.623	0.0
cell_0568	cluster_3	3.837	3.41	2.159	1.649	6.931	19.277	0.0	0.955	0.832	1.05	4.321	2.903	3.391	3.299	1.587	0.0	1.919	0.213	0.802	3.317	5.519	1.963	2.145	1.599	2.393	3.007	2.585	3.205	0.0	1.169	1.409	1.286	0.0	1.74	0.96	2.428	3.754	5.515	2.628	2.556	2.387	4.841	8.143	9.48	2.204	2.754	0.673	2.236	3.262	2.898	7.013	2.123	7.565	3.33	2.013	3.18	2.292	2.328	0.0	2.845
cell_0494	cluster_3	3.109	3.233	1.705	3.7	20.015	17.034	2.399	4.466	0.597	10.119	4.865	2.1	14.247	2.813	3.372	3.875	3.044	5.176	3.694	2.966	4.014	0.743	4.246	6.034	7.966	8.857	2.353	4.495	2.022	1.953	2.487	0.0	9.13	1.876	4.463	3.414	0.0	6.557	3.97	1.461	3.988	1.533	4.681	2.288	5.682	5.15	3.71	6.231	4.734	4.181	2.208	1.989	3.985	3.194	7.128	0.0	28.23	3.102	3.978	7.79
cell_0350	cluster_2	1.158	2.952	13.556	2.652	0.0	1.779	0.634	0.52	5.297	0.615	1.621	4.5	2.401	0.0	2.401	2.091	0.887	2.036	0.429	0.0	8.87	3.74	2.813	2.856	0.739	0.862	1.848	0.594	0.99	0.424	1.76	0.636	1.198	4.67	1.715	0.903	1.646	1.222	0.846	2.415	2.564	4.164	0.845	3.165	1.123	1.234	0.0	0.906	0.0	0.846	0.967	4.07	1.015	1.389	0.0	0.476	2.49	1.254	3.354	0.77
cell_0537	cluster_3	1.887	2.963	3.314	3.75	79.352	0.0	7.912	3.525	1.453	2.084	2.137	1.183	3.353	5.303	4.543	14.96	1.905	1.124	1.462	4.113	1.822	1.846	2.921	2.86	6.983	0.545	0.555	3.795	1.283	8.622	8.27	1.509	2.109	0.923	4.721	0.0	5.592	1.685	8.18	1.205	0.746	14.483	1.845	3.954	2.567	1.927	9.539	7.019	2.161	1.216	3.46	0.0	2.722	6.026	1.453	2.094	0.0	2.634	26.24	2.646
cell_0141	cluster_1	11.112	0.0	1.284	2.445	0.879	1.371	2.729	6.779	1.196	1.282	5.662	1.667	2.394	0.71	6.884	2.222	2.188	2.067	0.0	1.552	2.364	0.751	1.275	1.686	5.022	0.0	0.668	1.794	2.013	1.441	1.458	1.218	3.809	1.24	0.631	5.685	1.642	6.644	0.71	1.241	4.277	3.208	0.807	4.254	4.171	1.216	1.615	0.681	0.851	2.11	0.628	0.55	2.047	2.678	1.307	1.066	0.78	2.492	0.495	2.405
cell_0173	cluster_1	20.055	12.855	1.409	3.229	1.871	1.814	2.351	0.93	1.331	0.712	2.985	3.38	1.772	1.26	0.0	1.329	0.0	0.0	2.243	2.455	3.497	2.95	0.0	2.862	2.987	1.347	8.303	1.995	0.0	3.52	1.618	0.832	1.397	3.513	1.476	2.686	0.699	5.238	2.003	1.43	1.01	4.254	4.066	1.696	6.62	1.636	0.0	1.455	2.197	1.951	1.35	3.621	5.047	6.777	4.135	4.017	1.125	3.658	1.334	0.333
cell_0506	cluster_3	1.077	0.755	1.851	6.27	30.106	48.885	9.823	15.356	1.8	6.622	15.942	3.503	1.529	3.145	1.604	0.0	0.0	5.24	0.0	6.323	2.275	3.809	2.715	16.32	3.534	2.849	0.0	2.161	18.272	5.716	2.614	4.415	13.457	2.229	11.137	6.156	1.099	3.656	1.863	1.808	4.337	2.956	0.0	3.243	18.669	0.0	3.23	7.849	4.724	10.105	2.489	8.535	5.248	4.547	4.766	2.904	2.562	3.211	4.477	5.471
cell_0200	cluster_1	19.705	23.16	0.903	0.0	0.0	3.265	3.593	7.217	4.077	8.612	8.74	3.849	0.728	3.297	1.409	2.802	3.473	2.52	1.858	8.098	5.88	0.0	3.276	4.435	1.097	2.544	4.071	1.3	0.322	2.56	9.303	3.509	0.0	3.866	1.649	12.733	5.227	1.616	2.588	10.853	8.601	6.884	0.901	3.582	1.047	0.0	3.185	2.22	5.183	0.0	2.049	1.764	2.459	2.43	2.418	1.714	1.312	4.985	2.372	10.726
cell_0383	cluster_2	2.899	2.549	48.984	49.067	4.878	4.652	2.262	17.459	2.849	3.41	2.663	0.0	6.975	2.476	3.684	0.0	8.805	3.054	1.937	1.134	3.356	1.715	2.156	2.29	2.332	11.021	4.575	4.537	1.51	0.0	5.437	1.859	0.0	5.426	3.48	5.42	1.699	8.618	4.206	0.0	0.0	2.276	3.363	1.592	3.22	2.199	2.894	2.813	0.89	3.531	16.097	1.302	4.838	6.029	0.938	4.508	5.941	4.755	3.44	8.926
cell_0060	cluster_1	45.099	3.756	2.901	2.177	10.287	4.145	5.127	5.019	4.227	3.903	5.207	1.402	1.296	1.131	1.017	2.305	3.106	1.066	2.311	1.673	4.636	0.839	5.533	6.176	4.41	1.844	4.708	2.437	3.491	2.699	0.0	9.705	0.0	6.843	0.809	0.0	2.715	2.599	4.573	6.571	3.172	2.397	0.0	0.945	2.803	5.973	0.0	2.926	1.081	7.801	3.667	6.505	4.336	2.404	0.0	1.171	0.0	9.565	3.038	0.89
cell_0540	cluster_3	4.744	9.377	6.927	1.824	70.463	23.392	0.0	9.609	2.731	0.0	1.488	4.031	4.259	2.016	5.435	4.239	0.705	2.845	3.564	4.67	4.532	2.763	6.837	10.038	8.566	3.505	1.221	2.011	4.92	3.297	3.494	5.062	2.537	4.485	1.264	3.854	3.363	3.551	3.715	2.535	1.989	4.318	1.797	0.0	0.582	3.678	2.296	1.395	6.149	6.534	1.404	4.19	4.585	0.895	2.402	0.0	2.48	2.22	8.937	8.317
cell_0569	cluster_3	0.916	0.0	1.151	8.872	6.822	86.185	7.078	3.289	3.079	4.586	2.316	2.024	3.494	2.431	5.677	3.617	3.089	4.879	0.0	1.621	2.688	0.937	2.008	1.289	2.493	6.343	7.145	0.999	10.922	8.192	2.379	9.331	1.721	1.601	1.43	2.486	0.857	0.0	4.39	2.64	5.243	2.082	3.701	2.544	0.0	3.499	2.318	1.434	0.0	1.428	0.894	1.138	1.223	4.765	5.474	4.895	1.017	1.166	7.949	0.957
cell_0221	cluster_2	1.372	2.461	88.593	28.212	1.999	1.778	2.258	1.247	4.043	0.0	1.715	2.709	0.0	0.0	3.709	1.801	3.044	0.0	3.178	2.599	9.717	7.593	1.273	1.396	0.818	14.613	0.0	1.759	5.505	1.085	3.602	20.422	2.866	1.712	1.54	1.892	1.211	6.647	8.022	2.336	3.615	2.742	4.036	0.699	2.004	6.064	4.127	7.904	1.658	3.613	0.0	1.929	0.0	5.402	0.0	4.518	3.165	2.551	4.846	0.0
cell_0246	cluster_2	4.228	2.699	55.052	25.845	4.87	14.011	4.893	26.6	3.043	2.623	4.469	2.532	3.539	2.983	8.924	4.435	1.605	1.411	5.115	3.954	2.837	6.857	1.945	2.635	1.257	1.763	4.948	1.5	17.751	7.091	16.55	5.105	0.551	3.333	0.0	0.0	9.373	0.0	3.119	8.444	4.268	7.495	5.053	1.131	4.398	3.852	2.934	6.421	7.005	0.793	1.77	3.181	15.06	2.614	0.485	1.881	4.168	0.52	0.0	4.27
cell_0037	cluster_1	31.2	10.036	0.0	2.739	5.145	1.106	1.642	0.0	6.828	3.788	1.117	6.624	1.598	0.0	0.982	0.0	2.497	1.62	1.926	1.659	3.977	4.24	3.537	4.044	2.65	1.403	0.872	3.004	2.17	1.582	1.829	1.083	0.61	5.797	1.065	3.519	1.045	0.553	2.312	2.756	4.929	3.27	6.304	2.582	2.346	5.685	2.437	2.764	2.076	0.0	1.391	1.242	3.004	1.114	1.117	4.432	3.93	2.301	2.465	6.527
cell_0501	cluster_3	50.529	1.794	1.569	4.132	0.0	41.276	6.972	12.591	3.428	1.94	1.582	2.79	10.638	0.0	3.884	2.983	0.974	2.697	4.393	1.825	12.607	19.115	2.383	3.246	1.206	2.707	3.086	2.193	2.99	2.435	2.982	7.835	1.338	0.669	2.629	3.212	3.381	1.604	2.042	5.717	2.252	8.143	2.157	2.462	1.58	1.655	7.724	1.881	3.436	2.16	1.106	2.446	0.0	1.024	5.264	3.09	7.939	5.529	6.053	19.722
cell_0104	cluster_1	19.475	43.316	7.681	3.148	3.398	2.527	1.275	5.935	3.248	5.269	2.126	1.863	1.191	11.224	0.0	2.068	7.606	3.997	5.115	8.333	0.54	0.0	0.0	2.847	5.474	0.6	8.115	7.951	2.014	2.214	0.881	0.0	3.404	2.49	6.641	3.552	3.208	5.315	4.683	1.505	1.615	0.0	0.701	1.767	0.0	5.148	0.0	0.739	0.0	0.646	0.796	2.394	2.743	1.521	0.995	4.296	0.898	2.465	3.542	3.549
cell_0048	cluster_1	22.174	11.964	15.882	5.484	2.501	1.776	3.497	1.781	4.186	8.125	2.364	4.858	5.887	1.452	7.516	0.0	4.4	2.726	2.815	4.215	2.645	1.323	5.642	3.293	2.131	0.0	6.183	1.247	1.791	3.726	1.47	1.717	1.674	1.854	2.931	2.74	3.065	8.626	4.039	13.557	1.725	0.0	1.186	2.083	1.286	3.755	3.747	5.27	5.751	0.0	4.71	0.0	14.454	1.121	4.172	1.099	2.064	0.928	0.0	9.461
cell_0298	cluster_2	6.851	3.634	0.0	9.019	8.338	2.478	0.936	1.292	2.039	1.447	1.363	0.862	2.515	1.154	0.901	8.772	4.092	7.342	1.694	4.0	2.372	2.697	3.173	0.0	1.453	1.531	0.0	4.122	1.643	2.43	1.035	3.015	1.08	0.0	0.91	2.358	1.225	6.08	5.427	2.457	3.256	2.139	0.0	2.433	1.668	2.025	2.672	2.254	2.214	2.43	8.157	0.0	3.456	1.802	1.247	1.245	2.639	5.603	4.828	1.01
cell_0594	cluster_3	0.662	2.983	2.132	0.866	42.384	0.0	6.382	0.0	0.708	2.329	0.0	1.247	1.349	4.161	0.0	0.759	0.0	1.124	2.813	7.418	2.484	0.0	2.561	6.101	1.617	1.126	1.841	6.571	1.583	3.951	1.315	0.386	7.803	0.836	3.824	1.516	4.202	1.774	7.991	2.266	2.343	1.474	3.323	7.263	0.0	1.73	1.236	3.692	2.415	1.106	1.31	6.136	12.465	0.0	1.944	3.155	2.187	14.152	0.0	5.178
cell_0097	cluster_1	11.53	43.676	2.521	2.309	10.541	0.0	12.737	2.002	0.557	7.673	5.935	2.265	5.622	0.0	2.747	8.582	4.29	1.323	6.165	7.794	0.0	3.349	5.115	1.622	9.402	2.56	2.901	8.264	2.884	4.253	5.152	1.09	4.349	1.772	9.83	5.795	1.77	2.196	3.142	2.348	4.42	3.259	2.027	0.894	4.619	4.635	2.561	6.485	12.453	0.0	5.882	1.364	0.0	7.777	4.189	15.029	3.587	1.649	1.214	0.637
cell_0039	cluster_1	15.322	20.155	2.178	2.15	0.0	4.731	1.328	2.545	7.031	2.244	1.256	3.12	0.764	2.327	2.413	5.091	3.01	2.195	2.388	2.884	1.647	0.0	0.22	3.987	3.057	14.11	1.149	9.859	2.56	1.538	6.013	2.842	2.729	0.494	4.701	1.72	0.695	3.768	2.224	5.524	0.0	0.732	8.683	1.193	2.121	2.21	3.019	1.89	6.18	7.83	2.47	0.854	1.186	7.475	4.912	2.698	3.015	1.43	6.731	5.072
cell_0116	cluster_1	11.202	40.624	3.326	26.177	7.209	0.0	2.442	7.891	3.215	1.478	6.973	1.862	1.923	0.567	0.504	8.583	2.395	0.0	5.054	1.382	3.388	3.997	3.497	2.978	0.805	1.768	1.913	2.099	1.278	0.646	2.787	3.794	2.537	11.2	7.748	7.345	2.439	6.369	3.277	2.862	0.0	0.0	7.498	1.036	0.0	1.825	1.212	0.836	4.563	0.0	5.412	2.067	2.373	2.789	1.271	7.821	1.216	2.247	4.478	2.718
cell_0261	cluster_2	0.0	1.592	7.825	31.138	3.217	5.347	3.825	2.24	1.692	1.605	2.635	1.575	0.986	4.783	2.233	2.296	0.0	2.579	1.016	1.361	1.488	3.466	1.225	4.221	1.389	0.0	5.099	2.574	10.004	11.649	0.0	1.003	0.0	1.216	3.084	10.613	2.475	0.418	14.233	5.811	0.931	1.13	3.733	1.604	0.0	2.617	0.0	0.596	6.033	1.95	1.814	2.712	0.0	1.64	1.103	3.391	0.525	0.0	1.202	3.204
cell_0357	cluster_2	1.364	2.207	23.795	12.15	6.761	7.96	4.005	1.733	10.215	0.0	9.166	5.609	6.212	4.626	8.122	0.0	1.939	12.318	5.423	2.171	0.0	8.886	2.202	5.419	4.466	1.99	0.853	2.905	2.472	10.719	5.493	0.0	3.79	3.007	0.0	2.981	2.952	3.476	3.501	5.552	4.711	2.77	4.107	1.854	3.776	3.239	0.805	3.702	3.278	3.045	1.962	2.48	4.159	2.262	4.656	4.757	7.826	3.456	1.987	3.004
cell_0399	cluster_2	2.947	1.789	10.695	12.071	0.0	3.427	5.154	2.706	1.323	2.36	1.275	1.99	5.455	1.12	2.295	7.83	3.416	1.813	0.0	2.243	2.009	2.808	1.01	10.42	0.0	1.32	0.0	0.0	2.566	5.295	4.568	0.0	2.825	0.0	8.26	1.569	1.659	1.979	10.345	3.128	1.089	4.578	2.01	4.595	2.69	2.953	5.569	8.522	4.607	1.656	4.789	1.544	4.654	12.282	0.953	7.835	1.658	1.541	1.485	0.0
cell_0499	cluster_3	2.679	1.15	1.276	4.344	18.585	72.542	5.626	5.804	1.221	0.0	1.763	0.886	1.346	1.432	3.149	3.81	5.012	8.33	1.144	1.987	3.827	3.004	3.402	2.864	16.714	0.697	0.0	3.352	1.654	0.0	3.735	1.344	0.0	18.415	3.254	2.029	1.777	2.279	6.272	2.245	2.125	1.501	1.441	1.562	5.326	0.0	4.3	5.379	0.0	1.856	3.444	12.193	2.466	1.89	0.0	11.115	1.398	3.495	1.724	1.805
cell_0443	cluster_3	2.261	1.702	2.494	2.139	14.528	25.863	2.857	3.565	0.679	7.504	7.393	3.025	9.244	2.075	8.269	2.235	1.689	3.935	1.765	8.607	2.284	2.742	4.366	4.192	2.953	5.541	1.755	5.648	3.395	1.702	1.046	1.018	3.615	2.689	1.503	3.33	8.512	2.892	1.592	4.308	6.691	6.586	8.955	5.608	3.0	1.321	4.822	2.995	1.485	2.956	2.997	5.013	1.141	4.946	1.982	1.662	2.049	0.0	0.0	0.909
cell_0583	cluster_3	2.692	2.945	0.625	0.0	6.818	7.906	18.085	0.0	0.0	1.446	2.082	1.511	4.087	1.347	1.406	0.798	0.493	2.547	0.0	1.824	2.577	2.789	0.0	3.5	0.0	6.278	2.249	0.0	1.552	2.515	2.202	2.104	0.514	0.534	0.0	0.869	1.037	3.705	0.909	0.693	1.749	0.612	2.947	0.3	2.16	0.774	0.854	2.74	3.287	1.318	2.061	1.918	1.543	0.627	0.92	0.613	4.197	3.214	2.759	1.691
cell_0027	cluster_1	6.384	23.704	2.915	1.116	3.637	6.166	3.079	1.052	4.901	3.403	1.719	1.658	3.938	2.24	2.02	2.003	1.389	0.0	1.954	3.449	5.933	2.046	6.094	2.049	2.814	0.0	0.0	0.0	2.636	1.596	4.92	14.387	2.29	1.186	2.885	6.179	0.0	1.911	3.623	1.275	1.442	4.764	1.197	1.028	4.012	0.0	1.48	2.342	3.693	2.969	0.0	5.384	1.559	5.147	0.687	4.619	1.424	0.859	10.793	3.307
cell_0564	cluster_3	0.5	2.582	1.082	1.806	6.303	47.876	7.126	3.033	0.741	2.566	2.549	1.136	2.076	1.621	1.563	4.274	2.507	3.122	0.0	1.922	3.04	2.908	2.826	0.885	1.941	2.726	1.616	3.755	1.326	2.293	3.402	5.218	2.567	2.257	1.468	0.0	1.774	0.902	2.005	1.844	10.497	1.86	3.296	19.656	5.567	2.113	2.313	7.319	3.569	1.738	1.263	0.0	1.432	2.456	8.104	0.663	1.075	4.68	5.911	1.982
